primary_type,district,latitude,longitude,date
CRIMINAL DAMAGE,16,41.947746095,-87.807093042,2012-04-15 13:00:00 +0000 UTC
CRIMINAL DAMAGE,16,41.94639734,-87.799667783,2008-06-12 22:00:00 +0000 UTC
WEAPONS VIOLATION,16,41.940813342,-87.795656504,2001-01-07 00:00:00 +0000 UTC
THEFT,16,41.945649498,-87.747050437,2008-09-09 18:30:00 +0000 UTC
OTHER OFFENSE,16,41.976454319,-87.901364605,2015-02-25 11:10:00 +0000 UTC
CRIMINAL TRESPASS,16,41.977790517,-87.903496004,2022-05-17 07:27:00 +0000 UTC
OTHER OFFENSE,17,41.956399867,-87.72929749,2006-10-18 17:00:00 +0000 UTC
THEFT,17,41.940835853,-87.733186143,2025-02-24 13:17:00 +0000 UTC
THEFT,18,41.918817288,-87.648534275,2017-08-19 03:00:00 +0000 UTC
THEFT,18,41.913568812,-87.626546346,2019-08-02 15:30:00 +0000 UTC
THEFT,18,41.903775756,-87.639324074,2004-06-19 13:14:00 +0000 UTC
BATTERY,18,41.903662214,-87.646455447,2002-06-15 18:15:00 +0000 UTC
THEFT,18,41.909152038,-87.652675042,2013-09-29 00:00:00 +0000 UTC
OTHER OFFENSE,18,41.896472326,-87.643252484,2022-06-01 14:38:00 +0000 UTC
BATTERY,18,41.903836143,-87.642511973,2001-01-04 20:30:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.893941929,-87.637759383,2015-05-14 12:00:00 +0000 UTC
THEFT,18,41.896083132,-87.629765732,2014-09-21 18:00:00 +0000 UTC
BATTERY,18,41.896685066,-87.627683859,2014-03-14 22:59:00 +0000 UTC
DECEPTIVE PRACTICE,18,41.892569818,-87.62208039,2018-08-22 16:46:00 +0000 UTC
DECEPTIVE PRACTICE,18,41.891404732,-87.628061509,2023-08-29 12:35:00 +0000 UTC
DECEPTIVE PRACTICE,19,41.957833024,-87.676929841,2017-03-11 17:30:00 +0000 UTC
THEFT,19,41.963070794,-87.655984213,2019-06-02 16:47:00 +0000 UTC
OTHER OFFENSE,19,,,2023-03-01 00:00:00 +0000 UTC
MOTOR VEHICLE THEFT,19,41.943567452,-87.652695067,2020-03-31 22:30:00 +0000 UTC
THEFT,19,41.933094251,-87.659458411,2021-08-18 15:00:00 +0000 UTC
BURGLARY,20,41.990460631,-87.696244895,2002-01-09 23:30:00 +0000 UTC
THEFT,20,41.989315575,-87.705577287,2007-12-14 11:15:00 +0000 UTC
CRIMINAL DAMAGE,20,41.982224433,-87.695595094,2007-10-22 15:00:00 +0000 UTC
BURGLARY,20,41.988372382,-87.672474417,2004-04-05 07:15:00 +0000 UTC
MOTOR VEHICLE THEFT,20,41.970736445,-87.696941594,2022-07-05 17:30:00 +0000 UTC
BATTERY,20,41.975837637,-87.659853835,2007-08-31 11:55:00 +0000 UTC
CRIMINAL TRESPASS,2,41.832329279,-87.616983146,2007-05-25 09:10:00 +0000 UTC
OTHER OFFENSE,2,41.812244589,-87.604430616,2005-03-28 22:54:00 +0000 UTC
NARCOTICS,22,41.691014016,-87.667578189,2006-12-03 09:20:00 +0000 UTC
ROBBERY,22,41.719423108,-87.667545115,2001-06-04 20:00:00 +0000 UTC
ASSAULT,19,41.948561471,-87.648006488,2005-02-17 12:35:28 +0000 UTC
THEFT,19,41.942050736,-87.652373039,2008-05-10 13:00:00 +0000 UTC
CRIMINAL DAMAGE,24,41.99850949,-87.694788711,2019-05-09 08:30:00 +0000 UTC
ASSAULT,24,42.013959477,-87.663057978,2007-12-05 13:00:52 +0000 UTC
CRIMINAL TRESPASS,24,41.999272329,-87.660666313,2011-10-13 06:00:00 +0000 UTC
BATTERY,25,41.915676217,-87.785212544,2010-05-10 08:30:00 +0000 UTC
BATTERY,25,41.911388732,-87.794863804,2022-12-03 10:20:00 +0000 UTC
THEFT,25,41.931417509,-87.755078443,2014-05-22 05:40:00 +0000 UTC
BATTERY,25,41.906655486,-87.767028147,2006-01-25 14:53:00 +0000 UTC
OTHER OFFENSE,25,41.908609283,-87.735078813,2022-11-20 17:26:00 +0000 UTC
THEFT,25,41.909921897,-87.723247929,2016-12-14 13:20:00 +0000 UTC
THEFT,1,41.883645243,-87.642711157,2007-01-20 09:00:00 +0000 UTC
THEFT,1,41.882394062,-87.627844798,2019-01-21 10:50:00 +0000 UTC
OTHER OFFENSE,1,41.883210775,-87.629906972,2002-01-14 10:30:00 +0000 UTC
THEFT,1,41.86809684,-87.632374656,2023-09-26 13:58:00 +0000 UTC
NARCOTICS,1,41.877864969,-87.627666954,2006-06-28 19:46:29 +0000 UTC
THEFT,1,41.859815277,-87.623977927,2007-04-12 23:55:00 +0000 UTC
ROBBERY,1,41.853836827,-87.625519566,2003-11-05 20:00:00 +0000 UTC
THEFT,1,41.852426595,-87.623791625,2006-05-17 18:00:00 +0000 UTC
THEFT,2,41.821797883,-87.627802295,2010-09-06 01:30:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.823589417,-87.612696294,2015-07-29 15:30:00 +0000 UTC
MOTOR VEHICLE THEFT,2,41.802132606,-87.613677631,2006-07-04 11:50:00 +0000 UTC
BATTERY,2,41.806824289,-87.622769196,2006-06-18 04:00:00 +0000 UTC
NARCOTICS,2,41.794678414,-87.623262756,2008-12-30 16:50:00 +0000 UTC
OTHER OFFENSE,2,41.790594835,-87.622361746,2007-08-23 20:06:00 +0000 UTC
NARCOTICS,2,41.793878768,-87.618225569,2010-09-06 19:45:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.784860221,-87.618974791,2007-12-27 02:00:00 +0000 UTC
OTHER OFFENSE,3,41.774690598,-87.588831615,2004-12-19 12:00:00 +0000 UTC
BURGLARY,3,41.763769218,-87.621004858,2013-05-29 06:30:00 +0000 UTC
CRIMINAL DAMAGE,3,41.763407634,-87.607952618,2014-06-15 01:00:00 +0000 UTC
CRIMINAL DAMAGE,3,41.769063716,-87.569849482,2005-10-26 22:05:00 +0000 UTC
CRIMINAL DAMAGE,3,41.771838718,-87.58368101,2001-08-20 22:15:00 +0000 UTC
BATTERY,3,41.759780594,-87.572455541,2007-03-19 20:30:00 +0000 UTC
THEFT,3,41.766102387,-87.573539169,2007-09-03 18:00:00 +0000 UTC
NARCOTICS,3,41.766062947,-87.577128229,2003-06-25 09:00:00 +0000 UTC
ASSAULT,3,41.766291109,-87.561913377,2022-08-30 05:00:00 +0000 UTC
CRIMINAL DAMAGE,3,41.763862502,-87.568906815,2003-01-09 00:00:00 +0000 UTC
BATTERY,4,41.750636801,-87.581659302,2020-08-17 21:33:00 +0000 UTC
THEFT,4,41.751117939,-87.577193723,2014-11-01 19:00:00 +0000 UTC
THEFT,4,41.74933321,-87.557704239,2023-10-01 05:45:00 +0000 UTC
DECEPTIVE PRACTICE,4,41.743794383,-87.561248328,2008-02-06 20:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.743408091,-87.553623924,2012-06-05 00:01:00 +0000 UTC
ASSAULT,4,41.718270537,-87.549634997,2022-05-29 14:00:00 +0000 UTC
ASSAULT,4,41.705945023,-87.559643215,2015-02-23 18:20:00 +0000 UTC
THEFT,5,41.719606463,-87.594709425,2018-07-04 21:07:00 +0000 UTC
THEFT,5,41.711055736,-87.607721108,2010-12-30 04:00:00 +0000 UTC
THEFT,5,41.704494076,-87.617349244,2014-11-25 06:00:00 +0000 UTC
ASSAULT,5,41.692103635,-87.618262877,2017-05-27 11:30:00 +0000 UTC
BATTERY,6,41.756935243,-87.650268952,2011-10-03 08:00:00 +0000 UTC
THEFT,6,41.749612288,-87.650075406,2010-01-13 21:30:00 +0000 UTC
WEAPONS VIOLATION,6,41.755397785,-87.653862266,2016-04-23 22:26:00 +0000 UTC
BATTERY,6,41.740603989,-87.649826481,2005-09-11 01:26:12 +0000 UTC
ASSAULT,6,41.742900733,-87.643814722,2019-05-08 15:15:00 +0000 UTC
CRIMINAL DAMAGE,6,41.737784187,-87.651439217,2008-06-03 01:18:00 +0000 UTC
BATTERY,6,41.74984124,-87.637920983,2007-07-04 02:00:00 +0000 UTC
NARCOTICS,6,41.758148922,-87.623225773,2001-11-16 22:05:49 +0000 UTC
ASSAULT,6,41.746945834,-87.605114755,2004-09-20 01:55:00 +0000 UTC
CRIMINAL DAMAGE,7,41.783405656,-87.643659582,2007-03-27 15:30:00 +0000 UTC
KIDNAPPING,7,41.7940804,-87.633137717,2001-01-21 18:00:00 +0000 UTC
NARCOTICS,7,41.780409398,-87.661811015,2010-04-01 21:48:00 +0000 UTC
OTHER OFFENSE,7,41.780938631,-87.67501563,2001-04-23 18:47:00 +0000 UTC
BATTERY,7,41.770447177,-87.628299291,2020-09-17 16:00:00 +0000 UTC
BATTERY,7,41.771482266,-87.67127781,2012-07-12 01:48:00 +0000 UTC
BURGLARY,7,41.774780008,-87.670169736,2003-04-01 22:23:00 +0000 UTC
BATTERY,7,41.764932236,-87.659113328,2001-11-27 15:11:00 +0000 UTC
BURGLARY,7,41.760482872,-87.662718875,2001-05-07 07:30:00 +0000 UTC
THEFT,7,41.762126953,-87.659945409,2001-08-21 11:41:00 +0000 UTC
BURGLARY,8,41.776082996,-87.769787728,2023-06-22 21:30:00 +0000 UTC
OTHER OFFENSE,8,41.780866088,-87.776495751,2003-01-01 00:01:00 +0000 UTC
THEFT,8,41.787807253,-87.741531177,2001-11-21 08:10:00 +0000 UTC
THEFT,8,41.789387343,-87.741410303,2001-02-11 20:30:00 +0000 UTC
WEAPONS VIOLATION,8,41.806546281,-87.749237386,2022-12-18 15:39:00 +0000 UTC
BATTERY,8,41.782039661,-87.702008077,2017-06-25 21:00:00 +0000 UTC
BATTERY,8,41.776677959,-87.681002091,2013-08-04 01:59:00 +0000 UTC
NARCOTICS,8,41.778453333,-87.687282779,2013-04-04 17:52:00 +0000 UTC
ASSAULT,8,41.764266085,-87.710785227,2011-08-20 10:05:00 +0000 UTC
THEFT,8,41.761732113,-87.699065984,2020-07-15 17:00:00 +0000 UTC
OTHER OFFENSE,8,41.772995667,-87.710271902,2018-09-25 22:15:00 +0000 UTC
DECEPTIVE PRACTICE,8,41.771396664,-87.721164064,2016-08-23 16:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.749685985,-87.714414867,2003-09-23 22:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.774126643,-87.740942075,2024-06-14 17:30:00 +0000 UTC
MOTOR VEHICLE THEFT,8,41.735888867,-87.723897539,2006-01-18 13:00:00 +0000 UTC
BATTERY,8,41.760260616,-87.68180248,2005-01-05 13:42:40 +0000 UTC
BATTERY,9,41.802236265,-87.687935167,2006-05-30 23:00:00 +0000 UTC
BATTERY,9,41.793703157,-87.693129128,2011-01-05 17:15:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.814829729,-87.701752192,2008-06-25 19:00:00 +0000 UTC
CRIMINAL DAMAGE,9,41.827858983,-87.677653879,2021-04-15 22:00:00 +0000 UTC
THEFT,9,41.827373751,-87.682568055,2003-06-20 23:03:45 +0000 UTC
CRIMINAL DAMAGE,9,41.841681743,-87.654487873,2013-10-02 02:50:00 +0000 UTC
THEFT,9,41.838162038,-87.637262851,2013-05-11 19:09:00 +0000 UTC
NARCOTICS,9,,,2006-02-23 18:15:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.800488114,-87.669626001,2005-04-14 20:23:40 +0000 UTC
BATTERY,9,41.797268458,-87.661026263,2003-04-19 02:55:54 +0000 UTC
WEAPONS VIOLATION,9,41.804124035,-87.664849747,2017-06-24 01:47:00 +0000 UTC
WEAPONS VIOLATION,9,41.804164718,-87.656332807,2020-01-15 16:36:00 +0000 UTC
WEAPONS VIOLATION,9,41.794334214,-87.643337071,2005-02-28 16:55:00 +0000 UTC
WEAPONS VIOLATION,10,41.864232686,-87.733091732,2021-08-24 00:44:00 +0000 UTC
BATTERY,10,41.859988632,-87.709141806,2013-10-27 22:55:00 +0000 UTC
BATTERY,10,41.854653452,-87.69707691,2012-11-26 09:55:00 +0000 UTC
THEFT,10,41.863776681,-87.695830052,2008-09-10 12:00:00 +0000 UTC
BATTERY,11,41.89984183,-87.729907942,2002-06-14 13:00:00 +0000 UTC
THEFT,11,41.892602831,-87.715005706,2019-12-21 08:47:00 +0000 UTC
NARCOTICS,11,41.897761801,-87.713949511,2012-11-07 22:45:00 +0000 UTC
OTHER OFFENSE,11,41.890716692,-87.711292431,2002-04-11 07:10:00 +0000 UTC
BATTERY,11,41.882196169,-87.725711406,2019-08-29 09:40:00 +0000 UTC
MOTOR VEHICLE THEFT,11,41.870346428,-87.727776898,2021-07-24 15:00:00 +0000 UTC
CRIMINAL DAMAGE,12,41.879318085,-87.671697138,2004-10-25 04:15:00 +0000 UTC
BATTERY,12,41.885653525,-87.64812469,2006-10-14 00:01:00 +0000 UTC
SEX OFFENSE,12,41.895024194,-87.65166075,2022-03-03 16:04:00 +0000 UTC
THEFT,12,41.885370899,-87.664892177,2019-05-22 22:30:00 +0000 UTC
THEFT,12,41.855697334,-87.663009854,2004-06-10 10:15:00 +0000 UTC
THEFT,12,41.883885509,-87.674257355,2021-12-16 08:00:00 +0000 UTC
THEFT,12,41.862906101,-87.656858884,2011-06-11 14:30:00 +0000 UTC
NARCOTICS,12,41.893881805,-87.705425509,2001-02-23 00:10:00 +0000 UTC
BATTERY,12,41.903354381,-87.666864606,2012-01-10 02:40:00 +0000 UTC
CRIMINAL DAMAGE,12,41.894278224,-87.67239487,2001-06-07 22:33:09 +0000 UTC
NARCOTICS,12,41.89433946,-87.66166568,2012-01-07 22:20:00 +0000 UTC
CRIMINAL TRESPASS,14,41.930850658,-87.70616557,2013-02-11 12:42:00 +0000 UTC
MOTOR VEHICLE THEFT,14,41.921870229,-87.716049707,2009-11-02 17:00:00 +0000 UTC
CRIMINAL DAMAGE,14,41.916934781,-87.694731771,2024-01-27 15:00:00 +0000 UTC
NARCOTICS,14,41.908912162,-87.694510491,2007-12-27 22:50:00 +0000 UTC
THEFT,14,,,2017-08-18 00:00:00 +0000 UTC
THEFT,14,41.929743818,-87.684273777,2003-02-08 14:45:00 +0000 UTC
CRIMINAL DAMAGE,15,41.893844909,-87.770843595,2006-05-30 23:00:00 +0000 UTC
CRIMINAL DAMAGE,15,41.88122918,-87.774692514,2015-10-17 18:50:00 +0000 UTC
PUBLIC PEACE VIOLATION,15,41.876556212,-87.7630676,2014-10-06 21:50:00 +0000 UTC
CRIMINAL DAMAGE,15,41.890021015,-87.758966686,2006-10-03 22:00:00 +0000 UTC
CRIMINAL TRESPASS,15,41.886668404,-87.746113681,2006-12-13 21:02:23 +0000 UTC
OTHER OFFENSE,16,41.98287878,-87.791440835,2022-12-06 07:17:00 +0000 UTC
BATTERY,16,41.971374944,-87.846540323,2020-11-20 23:00:00 +0000 UTC
THEFT,16,,,2020-05-02 21:00:00 +0000 UTC
NARCOTICS,16,41.96085819,-87.754672619,2013-04-20 01:30:00 +0000 UTC
CRIMINAL DAMAGE,16,41.95529191,-87.762141971,2002-03-27 18:00:00 +0000 UTC
ASSAULT,16,41.945133376,-87.813672211,2004-09-05 04:50:00 +0000 UTC
MOTOR VEHICLE THEFT,16,41.952554384,-87.816244136,2015-01-19 01:30:00 +0000 UTC
CRIMINAL DAMAGE,16,,,2008-02-27 18:00:00 +0000 UTC
CRIMINAL TRESPASS,16,41.976290414,-87.905227221,2005-07-06 00:30:00 +0000 UTC
MOTOR VEHICLE THEFT,16,41.980826277,-87.883611316,2014-09-07 12:00:00 +0000 UTC
THEFT,17,41.990968852,-87.716441928,2004-01-25 20:00:00 +0000 UTC
ASSAULT,17,41.972100507,-87.714546313,2001-12-27 09:00:00 +0000 UTC
NARCOTICS,17,41.972025242,-87.712803968,2014-11-06 23:32:00 +0000 UTC
LIQUOR LAW VIOLATION,17,41.959289579,-87.714876162,2004-11-04 20:05:25 +0000 UTC
CRIMINAL DAMAGE,17,41.955741678,-87.707348042,2008-07-22 15:50:00 +0000 UTC
CRIMINAL DAMAGE,17,41.9527462,-87.725964532,2012-08-09 10:00:00 +0000 UTC
PUBLIC PEACE VIOLATION,17,41.939678724,-87.719862237,2024-05-06 22:50:00 +0000 UTC
THEFT,18,41.896509756,-87.640354062,2011-01-06 13:30:00 +0000 UTC
CRIMINAL TRESPASS,18,41.899540054,-87.640009077,2007-12-17 19:30:00 +0000 UTC
THEFT,18,41.903478069,-87.631433102,2015-08-26 10:20:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.896011332,-87.634185138,2022-06-18 20:15:00 +0000 UTC
OTHER OFFENSE,19,41.968079482,-87.661207849,2016-07-28 09:00:00 +0000 UTC
BATTERY,19,41.945447965,-87.68215529,2022-11-24 00:10:00 +0000 UTC
BURGLARY,19,41.946883926,-87.676983358,2002-08-07 15:00:00 +0000 UTC
THEFT,19,41.954955771,-87.669066167,2010-10-27 17:30:00 +0000 UTC
BATTERY,20,41.982449857,-87.699134728,2007-08-16 02:40:00 +0000 UTC
OTHER OFFENSE,20,41.972221847,-87.656302808,2014-02-08 08:00:00 +0000 UTC
THEFT,20,41.968815819,-87.674618145,2020-10-28 13:00:00 +0000 UTC
ASSAULT,20,41.973885119,-87.657748827,2004-01-29 15:20:00 +0000 UTC
CRIMINAL DAMAGE,2,41.810453067,-87.593347577,2002-08-12 12:00:00 +0000 UTC
THEFT,2,41.809014313,-87.606554341,2007-04-07 10:00:00 +0000 UTC
CRIMINAL DAMAGE,22,41.706866475,-87.648173394,2007-09-23 19:40:00 +0000 UTC
WEAPONS VIOLATION,22,41.688316023,-87.633798846,2013-07-13 18:58:00 +0000 UTC
THEFT,19,41.938240483,-87.644338673,2005-07-16 22:00:00 +0000 UTC
DECEPTIVE PRACTICE,24,42.009087258,-87.690171862,2006-05-10 09:00:00 +0000 UTC
ASSAULT,24,41.994660281,-87.688566091,2015-05-16 15:00:00 +0000 UTC
MOTOR VEHICLE THEFT,24,41.996609001,-87.688627354,2021-01-05 22:08:00 +0000 UTC
BATTERY,24,42.02025525,-87.670727526,2022-11-21 03:57:00 +0000 UTC
ASSAULT,24,42.02059812,-87.666436575,2017-12-25 11:00:00 +0000 UTC
OTHER OFFENSE,24,42.021148228,-87.669971175,2009-01-20 16:00:00 +0000 UTC
BATTERY,24,42.012843194,-87.662690688,2012-07-03 19:05:00 +0000 UTC
THEFT,24,42.003585275,-87.665679761,2004-09-18 12:05:00 +0000 UTC
NARCOTICS,25,41.918711651,-87.76551063,2013-12-25 21:15:00 +0000 UTC
DECEPTIVE PRACTICE,25,41.925988586,-87.754366802,2012-09-19 09:00:00 +0000 UTC
BATTERY,25,41.928785619,-87.723226242,2008-02-13 23:50:00 +0000 UTC
OTHER OFFENSE,25,41.926689113,-87.734185996,2011-12-06 19:00:00 +0000 UTC
BATTERY,25,41.921814838,-87.720566184,2017-07-27 14:20:00 +0000 UTC
CRIM SEXUAL ASSAULT,25,41.902403386,-87.765658819,2010-11-21 01:27:00 +0000 UTC
BATTERY,25,41.911809112,-87.770366271,2011-05-11 18:30:00 +0000 UTC
BATTERY,25,41.911748467,-87.763081437,2024-07-03 21:52:00 +0000 UTC
CRIMINAL DAMAGE,25,41.912218383,-87.764319045,2007-05-26 21:30:00 +0000 UTC
GAMBLING,25,41.909386659,-87.764939346,2003-10-28 18:45:00 +0000 UTC
DECEPTIVE PRACTICE,25,41.909614875,-87.747016581,2006-12-22 00:00:00 +0000 UTC
PROSTITUTION,25,41.90954372,-87.752454432,2006-10-14 17:56:02 +0000 UTC
BATTERY,25,41.914038896,-87.730123266,2005-08-03 13:00:00 +0000 UTC
BATTERY,25,41.904425739,-87.729581922,2015-02-20 14:00:00 +0000 UTC
BATTERY,25,41.902812122,-87.723866626,2007-09-23 01:30:00 +0000 UTC
NARCOTICS,25,41.91058325,-87.726353375,2020-01-14 21:19:00 +0000 UTC
THEFT,1,41.88221592,-87.638687118,2005-12-22 12:00:00 +0000 UTC
THEFT,1,41.882470918,-87.627847625,2023-02-27 13:29:00 +0000 UTC
OTHER OFFENSE,1,41.883652324,-87.639787936,2015-08-01 00:00:00 +0000 UTC
ROBBERY,1,,,2024-05-14 16:32:00 +0000 UTC
THEFT,1,41.87911226,-87.626110978,2003-04-02 11:30:00 +0000 UTC
ASSAULT,1,41.866758579,-87.625813935,2019-07-27 01:56:00 +0000 UTC
THEFT,1,41.844074267,-87.628442088,2012-09-11 11:54:00 +0000 UTC
THEFT,1,41.852905725,-87.628066169,2008-03-17 07:21:17 +0000 UTC
ASSAULT,2,41.838370401,-87.621557945,2018-04-20 16:32:00 +0000 UTC
CRIMINAL DAMAGE,2,41.829651528,-87.614451899,2020-11-02 18:51:00 +0000 UTC
BATTERY,2,41.822995389,-87.619967221,2006-06-30 17:40:00 +0000 UTC
CRIMINAL DAMAGE,2,41.812136742,-87.628484234,2003-03-24 10:25:00 +0000 UTC
THEFT,2,41.806890268,-87.589834384,2018-03-30 23:30:00 +0000 UTC
BATTERY,2,41.808782124,-87.626070778,2011-09-20 13:30:53 +0000 UTC
THEFT,2,41.801358685,-87.619389387,2025-02-06 02:50:00 +0000 UTC
CRIMINAL DAMAGE,2,41.79775853,-87.617680007,2007-03-11 23:30:00 +0000 UTC
NARCOTICS,2,41.788786066,-87.622315729,2010-01-13 11:38:00 +0000 UTC
OTHER OFFENSE,3,41.777967289,-87.615568353,2017-06-22 07:00:00 +0000 UTC
CRIMINAL DAMAGE,3,41.778436411,-87.589657198,2007-08-05 15:00:00 +0000 UTC
CRIMINAL TRESPASS,3,41.773405326,-87.625143469,2010-11-16 19:15:00 +0000 UTC
CRIMINAL DAMAGE,3,41.778321993,-87.586402872,2014-07-18 16:20:00 +0000 UTC
CRIMINAL TRESPASS,3,41.772998982,-87.576478539,2014-11-03 16:08:00 +0000 UTC
ROBBERY,3,41.773081899,-87.588747571,2002-06-19 03:15:00 +0000 UTC
MOTOR VEHICLE THEFT,3,41.773371886,-87.583124257,2020-07-22 11:30:00 +0000 UTC
NARCOTICS,3,41.763719594,-87.57011444,2009-05-13 12:45:00 +0000 UTC
OFFENSE INVOLVING CHILDREN,4,41.735459951,-87.559212145,2003-04-02 07:45:00 +0000 UTC
BATTERY,5,41.717436873,-87.615242338,2012-09-10 21:26:00 +0000 UTC
THEFT,5,41.698889033,-87.629158341,2022-02-25 18:00:00 +0000 UTC
CRIMINAL DAMAGE,5,41.698929185,-87.619651972,2002-06-10 18:00:00 +0000 UTC
OTHER OFFENSE,5,41.696128901,-87.631509905,2002-09-19 08:00:00 +0000 UTC
WEAPONS VIOLATION,5,41.673176992,-87.641751912,2022-05-23 02:55:00 +0000 UTC
ASSAULT,5,41.672225539,-87.650612577,2012-05-17 14:45:00 +0000 UTC
THEFT,5,41.690780705,-87.622217085,2006-06-19 12:00:00 +0000 UTC
OTHER OFFENSE,5,41.687638933,-87.620966632,2016-11-27 17:33:00 +0000 UTC
ROBBERY,5,41.644589713,-87.61587983,2012-05-14 21:00:00 +0000 UTC
CRIMINAL DAMAGE,5,41.651835984,-87.613435654,2014-09-22 20:47:00 +0000 UTC
BURGLARY,6,41.757201489,-87.650277124,2013-04-10 07:00:00 +0000 UTC
THEFT,6,41.756640447,-87.663590843,2021-07-01 09:20:00 +0000 UTC
THEFT,6,41.735931109,-87.653642482,2009-06-06 12:35:00 +0000 UTC
CRIMINAL DAMAGE,6,41.736126864,-87.629184056,2022-11-12 14:00:00 +0000 UTC
BATTERY,6,41.757327025,-87.619906943,2002-03-30 06:05:47 +0000 UTC
BATTERY,6,41.749077445,-87.627426454,2010-09-30 16:00:00 +0000 UTC
OTHER OFFENSE,6,41.750515364,-87.613697427,2007-05-06 19:00:00 +0000 UTC
BURGLARY,6,41.748603883,-87.603894034,2017-10-21 10:00:00 +0000 UTC
BATTERY,6,41.723308994,-87.608136397,2008-08-13 22:48:00 +0000 UTC
THEFT,6,41.73625535,-87.62820806,2002-06-15 19:00:00 +0000 UTC
THEFT,7,41.779798546,-87.641648739,2012-03-22 12:47:00 +0000 UTC
CRIMINAL DAMAGE,7,41.786311288,-87.6335816,2006-07-17 00:16:35 +0000 UTC
BATTERY,7,41.791532074,-87.669377365,2018-08-11 05:40:00 +0000 UTC
BATTERY,7,41.776187731,-87.636763894,2001-04-27 18:45:00 +0000 UTC
BATTERY,7,41.772648748,-87.633792439,2009-01-30 17:20:00 +0000 UTC
NARCOTICS,7,41.769925563,-87.637267875,2012-03-07 09:50:00 +0000 UTC
WEAPONS VIOLATION,7,41.775778723,-87.668234728,2010-06-29 16:50:00 +0000 UTC
THEFT,7,41.7608669,-87.645513704,2018-07-21 16:00:00 +0000 UTC
DECEPTIVE PRACTICE,7,41.766363653,-87.646877246,2016-01-22 08:40:00 +0000 UTC
BATTERY,7,41.7586625,-87.655550453,2012-04-04 04:30:00 +0000 UTC
BATTERY,7,41.765693659,-87.671124723,2016-03-18 19:00:00 +0000 UTC
ASSAULT,8,41.792580593,-87.770119967,2022-11-01 19:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.775076849,-87.774489146,2017-05-30 20:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.785519673,-87.738567526,2002-02-04 07:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.785519673,-87.738567526,2018-07-08 18:30:00 +0000 UTC
BATTERY,8,41.810659809,-87.748128924,2012-06-22 20:30:00 +0000 UTC
DECEPTIVE PRACTICE,8,41.819240331,-87.724212138,2022-11-11 17:43:00 +0000 UTC
CRIMINAL DAMAGE,8,41.794591289,-87.723198732,2022-06-04 20:45:00 +0000 UTC
BATTERY,8,41.782118034,-87.700790031,2018-08-22 19:15:00 +0000 UTC
BATTERY,8,41.793080938,-87.696223035,2022-01-15 02:38:00 +0000 UTC
THEFT,8,41.780554403,-87.688559598,2003-11-19 00:00:00 +0000 UTC
DECEPTIVE PRACTICE,8,41.780183792,-87.68366502,2014-06-10 12:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.783758807,-87.689862133,2004-10-09 20:30:00 +0000 UTC
BURGLARY,8,41.761854731,-87.706406459,2003-08-18 21:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.76472405,-87.681530063,2011-12-26 19:10:00 +0000 UTC
BATTERY,8,41.743162851,-87.717496882,2007-12-09 00:50:00 +0000 UTC
THEFT,8,41.748060338,-87.741302702,2015-05-18 14:50:00 +0000 UTC
BURGLARY,8,41.749805581,-87.706607996,2012-02-24 00:30:00 +0000 UTC
CRIMINAL DAMAGE,8,41.76055979,-87.681810449,2011-10-04 17:15:00 +0000 UTC
BURGLARY,9,41.814871686,-87.687092998,2011-10-07 07:00:00 +0000 UTC
CRIM SEXUAL ASSAULT,9,,,2006-08-01 20:00:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.813570499,-87.668746294,2024-07-23 22:00:00 +0000 UTC
BATTERY,9,41.801282942,-87.668975971,2016-05-30 22:00:00 +0000 UTC
OTHER OFFENSE,9,41.797119961,-87.667097277,2022-05-24 17:00:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.819075379,-87.634505361,2006-02-26 16:47:00 +0000 UTC
BATTERY,10,41.851472218,-87.730014078,2009-03-02 22:50:00 +0000 UTC
BATTERY,10,41.86567488,-87.703139044,2016-09-02 23:55:00 +0000 UTC
CRIMINAL DAMAGE,10,41.848578193,-87.708672836,2001-09-20 09:50:00 +0000 UTC
CRIMINAL DAMAGE,10,41.83770012,-87.725589389,2014-06-09 14:30:00 +0000 UTC
ASSAULT,10,41.849055862,-87.675763802,2015-05-08 22:40:00 +0000 UTC
BATTERY,11,41.901669025,-87.731911071,2011-03-21 08:48:00 +0000 UTC
BATTERY,11,41.900711356,-87.734550124,2018-06-09 16:42:00 +0000 UTC
NARCOTICS,11,41.892288896,-87.74456003,2004-12-03 12:20:00 +0000 UTC
